// Archivo generado automáticamente

RM_dd92ed50-d06d-4c22-9042-b65152652748 = "Lo que antes eran frondosos bosques se han convertido en granjas o minas de carbón".
RM_18fa81b0-4c73-4fc4-97e5-1b3d13c2e2e8 = "Con su ayuda, podemos comenzar a revertir esta tendencia".
RM_dd441486-0eb1-43f6-a95d-9517b5e003b1 = "Mediante la plantación cuidadosa de árboles, la gestión del nivel freático..."
RM_6b3ba3fd-d1d6-43e4-ba36-23e1f940e333 = "...y métodos tradicionales de cuidado de nuestra tierra..."
RM_38a111bc-1227-4f5e-bbfe-0ef52148fd12 = "...es posible deshacer parte del dańo que ya se ha hecho".
RM_d927007d-d5a9-4979-95c9-db1ba3c908fe = "Llame al 502-CLEAN-AIR para concertar una donación".
RM_c804ff6f-2dca-403b-b31a-ef4838a71c43 = "Ese número de teléfono es 502-25326-247".
RM_91b09b9e-9803-4bb6-92bf-ed5789a9b4f4 = "Gracias".
RM_d78ace77-5c5c-4ae9-9fbd-0b0b5c374d56 = "Home VHS: Kafka animado - Un mensaje del emperador"
RM_be0e74f5-0a36-49d3-b128-3c5deb9eb575 = "Kafka animado: un mensaje del emperador"
RM_2bffb67c-9ae1-40f9-90d3-de97525ff333 = "El emperador -se dice- te envió, el aparte, el miserable súbdito..."
RM_1cd44012-691a-48a3-847d-3de2a7be0f0d = "...la diminuta sombra que huyó lejos, lejos del sol imperial, precisamente hacia ti..."
RM_a138ee73-3ca0-4add-800a-fb306a280add = "...envió un mensaje desde su lecho de muerte. Ordenó al mensajero que se arrodillara..."
RM_9b1351b9-9528-4e1e-a3cc-db8d20161e1b = "... junto a su cama, y ??le susurró el mensaje al oído".
RM_66e43f07-dbca-4c94-9092-acbaf9661d2a = "Y ante toda la audiencia de su muerte..."
RM_02818dea-7af9-4eb0-96d9-bf5003a79cdc = "...todos los muros de obstrucción han sido derribados y las grandes figuras..."
RM_65c47505-f270-4353-978e-9aa2791d53a5 = "... del imperio se paran en un anillo sobre las amplias y elevadas escaleras exteriores".
RM_14089cf0-997d-4c11-ac7d-2457b485d377 = "Ante todo esto envió al mensajero".
RM_0acee8eb-646d-469e-bef7-3d9bc5998e82 = "El mensajero partió de inmediato; un hombre fuerte e infatigable..."
RM_b42f905c-e11c-48b0-a48f-6852cb92b86a = "... empujando hacia adelante ahora este brazo, ahora el otro, abrió un camino..."
RM_b83f74ec-24c1-40a2-bc40-a5968241120e = "Cada vez que encuentra resistencia, seńala su pecho, que tiene..."
RM_967726bb-902f-4c77-b753-5539b3e7fd44 = "... el signo del sol, y avanza con facilidad, como ningún otro."
RM_1405f968-686f-426f-93ff-1f4d1bdb8cef = "Pero las multitudes son tan grandes que sus viviendas no conocen límites".
RM_0fb2c524-cc31-4df4-9ba5-258fb1c3304d = "Cuán inútilmente se afana; todavía se abre paso a través de las cámaras..."
RM_357a5f36-14bb-48f3-b61a-d85394204020 = "... del palacio más recóndito; nunca los vencerá".
RM_518a7045-c3cc-4bd5-bf69-67a0b43efa57 = "Y si tuviera éxito en esto, no ganaría nada:"
RM_4ed80c9a-af44-4392-8c5a-6c3626cc6888 = "Tendría que luchar para bajar las escaleras".
RM_592b6a44-ef0f-44fd-8536-2f5b99aefe4e = "Tendría que cruzar el patio y el segundo palacio exterior que lo rodea..."
RM_0f1feb6c-6993-4bbd-b59a-25c635ef1f99 = "Y de nuevo escaleras y patios, y de nuevo un palacio, y así sucesivamente..."
RM_64880082-e990-464b-8fde-0ac99bb356b1 = "...a través de miles de ańos..."
RM_a32373c0-d2a7-428a-b4ff-a1cd4b39ad01 = "Y si por fin saliera por la puerta exterior..."
RM_52f22dd7-3613-487f-98e3-fe76d9b0431b = "... pero nunca, nunca puede suceder..."
RM_26c3bee0-846d-40cf-862f-bdb133bf523c = "...ante él aún se encuentra la capital real, la mitad del mundo..."
RM_f68340b7-00f0-4ba0-9075-86f430880104 = "Nadie pasa por aquí, y menos con un mensaje de alguien que está muerto".
RM_2a124333-968b-45a8-b9fd-9868836f943e = "Y aún así, cuando llega la noche..."
RM_1856282f-a615-410e-9eba-c01a10e4a9b6 = "... te sientas en tu ventana y sueńas con el mensaje del Emperador".
RM_b0b2cee5-dd66-4308-b5be-691063911e15 = "VHS casero: Boda de Jeff/Kaylee en Las Vegas"
RM_1153eecb-14ce-44fa-b620-5c40b82469cc = "Boda de Jeff/Kaylee en Las Vegas"
RM_666715e0-f58e-4dfd-b192-6052f699a199 = "Estamos reunidos aquí hoy para unir a Jeff y Kaylee en matrimonio".
RM_719d7246-8485-471a-b6c3-7e938f061431 = "ˇSí, bebé!"
RM_26e9ddf3-fed4-42c2-b04f-4e1b9dc946fd = "ˇNo grites, Jeff!"
RM_de9921c5-de46-4cf7-b19e-11640926d2bf = "Lo siento, me emocioné..."
RM_a3ae8b72-20f2-44d6-91a4-a96c61356b59 = "...Jeff, żtomas a Kaylee como tu legítima esposa?"
RM_4b43d5f3-d0f5-4daf-9926-5025c5cb83cf ??= "ˇPuedes apostarlo!"
RM_8e61d762-12ff-4134-b514-0f5d392ad529 = "żY Kaylee aceptas a Jeff como tu legítimo esposo?"
RM_cc9d700b-bd57-4042-a388-5f64f14e7d88 = "ˇOh, diablos, sí!"
RM_79f77a32-185d-47df-b83d-6a5cbf19e29b = "ˇEntonces ahora los declaro marido y mujer!"
RM_e5cd93ff-9d26-4ecf-a874-97d9890f12d2 = "ˇHagamos un bebé de Las Vegas, bebé!"
RM_772e2a9b-6d82-4421-9641-311facf09b63 = "Home VHS: cuidado dental"
RM_9c3304a7-94db-47f0-aa3c-b6a08979d91a = "Cuidado dental"
RM_c07aa47c-c8ef-437a-ac34-877503f659eb = "Bienvenido a mi consulta. Mi nombre es RB Mat y soy dentista en West Point".
RM_94efa5ae-158b-47d7-ad40-a7edaca1ed67 = "La razón más común por la que se convertirá en mi paciente es la mala higiene dental".
RM_9365de1a-35a2-4a66-8bcb-57957841ae20 = "Hoy, les mostraré formas simples de mantener sus dientes y encías saludables".
RM_6c93156f-0902-47b4-9279-401d073bf13f = "Cepille sus dientes con pasta dental con flúor durante al menos dos minutos dos veces al día".
RM_d12ebf2a-3770-4d41-8962-d5754e9b8936 = "Escupir pero no enjuagar la boca, ya que la pasta de dientes contiene ingredientes..."
RM_3ecf184d-e950-491d-a910-7b7b84536164 = "...para mantener sus dientes y encías saludables".
RM_cf1b2cfe-d1ce-4cfd-8b10-d5bb1537c506 = "Debe hacer una cita con su dentista si tiene..."
RM_56a96045-da19-4fcf-8e13-74f0f7efb5b1 ??= "...sangrado de las encías, que puede ser un signo de enfermedad de las encías."
RM_02ca256e-8048-4bf1-8887-2c19e636cdc6 = "La enfermedad de las encías no se puede curar, pero se puede tratar y manejar".
RM_26efba93-4466-4a19-9090-460d3874914b = "Cuanto antes reciba ayuda, mejor".
RM_a126c1be-1668-4077-996a-72e29e748577 = "La pérdida de dientes no es una parte natural del envejecimiento. La mayoría de las pérdidas de dientes se deben a enfermedades de las encías".
RM_6df7ae78-7b13-4b9d-b3bd-9934e8e0bff9 = "Usar hilo dental es extremadamente importante. Tome al menos 12 pulgadas de hilo..."
RM_9b94a5a4-13b2-4859-a50b-a4d34e07d2ae = "...y sostenga dos pulgadas a la vez entre los dedos".
RM_9cf5ab45-4c48-46f4-8be1-0a37803ab3d9 = "En lugar de usar hilo dental, puede usar un cepillo interdental, que es igual de efectivo".
RM_b80f01e9-282a-4172-be19-9fd55c219e04 = "También se recomienda el enjuague bucal con flúor, aunque no inmediatamente después del cepillado".
RM_a11a45db-f683-4b0d-8732-29d2c9af4940 = "Mantén tus dientes y encías saludables, y la única vez que me verás..."
RM_f25a12a6-f23b-4498-bf31-8909bc8bcd1c = "... es su chequeo una vez cada seis meses más o menos. ˇTe veré entonces!"
RM_c7a212c6-7e90-403f-a0e9-4b1c58976f76 = "Home VHS: Domingo por la noche tarde 20/12/92"
RM_8e627ebd-9ca1-4a03-8d13-3482aaa6d19e = "Domingo por la noche tarde 20/12/92"
RM_48f9cdc4-d221-49b7-930c-25cfd68885b4 = "En vivo desde Los Ángeles... ˇes Sunday Night Late!"
RM_3b9b0844-6fc6-4bee-808d-47d3016ce71a = "Con Sinsilla como invitada musical..."
RM_e6e99f2c-38d6-426b-9704-21d523194abd = "... ˇy el famoso presentador de esta noche, Val Keaton!"
RM_f579b3dc-0dad-48d4-90b1-add694b9cfad = "Gracias, gracias".
RM_cbbed423-c318-417f-9dbc-fa78fbea56f0 = "La mayoría de ustedes me conocen como el Vigilante Nocturno..."
RM_8272f067-8c04-4055-8b97-1741ee5ea4db = "Pero también soy algo así como un satírico político".
RM_be2c7778-6230-4197-a258-29a07428b8be = "Tomemos como ejemplo al senador Fenhook de Maine".
RM_94e77551-c59c-4f59-88d0-b87e4ea11c62 = "Es tan estúpido..."
RM_e601e2c4-23db-459d-9444-21db6a24a0ce = "... ˇdeberían llamarlo Senador Lee un libro!"
RM_42d404e9-0bbc-4180-9213-a2597e322772 = "*un poco de risa de la audiencia*"
RM_0be85c17-23d5-4500-a7f5-e6a5a26c1e09 = "żY qué tal la ley agrícola, amigos?"
RM_1536f989-80d0-434f-ba4c-d3a8685cf275 = "ˇEscuché que BARLEY obtuvo suficientes votos para aprobar!"
RM_81190afd-58e4-49be-bbfe-a93313458715 = "*silencio casi muerto*"
RM_a3da3b31-3979-4ce5-aa01-1a1684e4b25d = "Y el presidente... no digo que sea un pato cojo..."
RM_1073d9cf-bc70-44e6-b2c7-7c5a08a213dd = "... ˇpero definitivamente es un ánade real que necesita muletas!"
RM_5bacbc09-0a3f-4a27-871d-9ad377a1ba3a = "*silencio total y absoluto*"
RM_c7a29e0e-39bf-4b05-a6bb-fc9aa1ea38e4 = "Gracias..."
RM_80d7bbd6-bfbb-457a-bbe7-f91dbedd440a = "Home VHS: Up with the Joneses"
RM_08c9a91e-d1f5-45a3-860e-8715b29572d3 = "Arriba los vecinos"
RM_3a45a0aa-5ab1-44c1-80fd-7ed1eef3d317 = "[img=music]Música delicada para cuerdas.[img=music]"
RM_7e1bf585-644a-4fa6-9098-daeb82336f6d = "Hola, żes el Primer Ministro?"
RM_e5353dd9-e40a-4dc0-84a3-bbdf5d7f0302 = "Oh, żestá ocupado, verdad? Bueno, ciertamente espero que tengas un rango equivalente..."
RM_4c2c9b43-fecc-43e8-8830-88421d7605a9 = "Mi nombre es Daphne Bot-TOME".
RM_9d5229b6-26cb-4a11-a401-934eb12af6ac = "Deletreado ABAJO".
RM_1c05b4bd-b86f-461e-bd0b-8724b1187418 = "Me preguntaba si al primer ministro le gustaría asistir a una de mis veladas".
RM_ff3b9482-9133-4400-89c9-4ad03a53490f = "Tal vez podría establecer contactos con la élite del circuito social de Coventry".
RM_9bd5ee91-e7ee-4b00-b5c4-21c5e1c1289f = "żHola? Parece que me han cortado... żHola?"
RM_a00a961b-a4a9-44f6-a3fd-17ceb1510ca0 = "Ahora, Derek, quiero que todo sea perfecto para mi velada".
RM_9c257e1f-d9d3-42a2-bb92-79c50ff88c77 = "żEs ese el mejor traje que tienes?"
RM_f7e4d994-c5ad-44a3-aaaf-6719b82e22a9 = "ˇEs el esmoquin que usé el día de nuestra boda!"
RM_c9b128d6-afd9-4eca-9dd9-bae17651c3b9 = "Oh. Supongo que servirá. żEstán listas las velas? La cera de abeja especial..."
RM_3d4e8a36-b0ff-423b-9e2b-87200fe5e990 = "...velas de cera de abeja con mechas de seda, sí, están listas".
RM_15a7dc2b-a615-4030-b3ea-283c2b89fb26 = "Todo debería ir bien, siempre y cuando no aparezca nadie inusual..."
RM_30a5c254-fbea-4cfe-9542-572416704a4d = "*auto petardea afuera*"
RM_f2deb413-d7d8-4c95-b9b9-340d0ea25a81 = "ˇOh, no, son mi hermana Sylvia y su desalińado marido Arklow!"
RM_1223460b-9905-4e8a-8063-d74e5242cfcf = "ˇDeshazte de ellos, Derek! ˇEl PM podría estar aquí en cualquier momento!"
RM_f16bdd8f-6338-43d9-8891-74167d4ac50e = "El primer ministro no es..."
RM_9f90c39a-d4ce-449d-930c-bb32cbf44031 = "ˇDesháganse de ellos!"
RM_c10b479b-3931-4bfa-94c6-c89a851b9bd8 = "Oh, hola, seńor primer ministro. Soy Arklow y esta es Sylvia".
RM_96691f17-fdce-4ae1-a35b-32462e13f437 ??= "żAlguna posibilidad de otro sarnie de tocino, Daphne?"
RM_3d8b73a2-5f2b-40ed-923f-2344646299c9 = "<largo gemido>"
RM_4e176590-8416-4f06-a6f0-eb51aaec5f0c = "Home VHS: ˇOh, cierra esa puerta! T7E5"
RM_91015825-b60a-4e4f-8e7a-9ac65a15d81e = "ˇOh, cierra esa puerta! T7E5"
RM_cccc0841-0453-4d5c-83f7-02e85a1e3370 = "[img=music]Música cursi molesta.[img=music]"
RM_94184482-4bad-4300-8ed4-aaecc6c92204 = "Ooh, hay una brisa aquí. ˇCierra la puerta!"
RM_c25db904-bb0f-479c-88ee-9abb1d24b22f = "ˇCierra la puerta, vieja tonta!"
RM_02bd9d50-e7d9-4cf8-9962-bc292cc93951 = "ˇNo me hables así, tonto!"
RM_a3642121-7e6d-4e93-ba32-9df1024ad3e4 = "ˇOoh, mi cońo salió ahora!"
RM_8fe8be76-a97e-4015-9434-99f92ed66687 = "ˇVolverá a intentarlo con el canario de al lado!"
RM_e2c02e81-6e99-46d1-b322-56c135cae443 = "ˇLa única cosa por aquí que puede hacer algo!"
RM_0d80f71a-c4d6-4a33-acdb-3b7dfe184b18 = "ˇMétete un calcetín, cascarrabias!"
RM_fde5259e-1464-400f-876d-c9925e3b04a5 = "*la audiencia se ríe a carcajadas*"
RM_55dee832-c426-4d0a-bfbd-4475927d0f9a = "Es un placer conocerla, Sra. Droper".
RM_1c4f5fd6-a510-47cf-a696-1a15712e6528 = "Y el suyo, Lord Chancro. Qué entorno más íntimo es este..."
RM_86a347d3-2a83-4076-8460-24ead03c79b9 = "Quizás podríamos hacerlo más íntimo".
RM_ea6e2ce8-ebbd-43ab-939f-4975ec474258 = "Siempre pensé que podrías hacerlo mejor que ese aburrido esposo tuyo".
RM_acd90705-2adb-4a64-b708-c4b5a22475bd = "żEs así?"
RM_15a211aa-a124-4dbd-954f-f2a7521cf653 = "Sí. Perteneces a la alta sociedad, no a los patanes como él".
RM_c926a467-f96f-4c9d-9dd6-f4a6fa93ca0a = "La clase trabajadora son todos iguales".
RM_3f0eb102-f083-44a2-8fc7-579cb5260090 = "Borracho, apestoso, vago, esperando pago por no hacer nada..."
RM_f789ed4b-8d1a-4833-a573-5114cb316f1e = "No, Lord Canker. La clase trabajadora es la columna vertebral de esta nación".
RM_54bfb3c7-bcdf-44fd-953c-f0e6c87cc81c = "Tal vez mi Stanley apesta un poco y bebe demasiado..."
RM_442d20cc-7d90-4c3f-98c7-e45295ddc340 = "...y es un poco descuidado en sus hábitos de trabajo..."
RM_34f7cfe6-2b57-42f5-92ac-628a37328868 = "... pero es la clase trabajadora la que construyó este país".
RM_a93f0815-2f62-4505-a36c-5763e7700de1 = "Sin ellos, no tendrías tiempo para sentarte aquí y mirarlos".
RM_7cc50035-0f84-4792-8a5e-355a6c0f9e7c = "Despreciar a EE. UU. ˇY eso también se aplica a la Sra. Thatcher!"
RM_e909d3d7-6e50-4c6b-843a-24592d65cf2c = "*La audiencia estalla en éxtasis*"
RM_440ed4de-04c6-4d74-ab44-0e95b5044354 = "VHS casero: Alva Richards (Pierce Daniels)"
RM_29deaec9-5e0a-4821-84fd-ca5b1652f815 = "Alva Richards (Pierce Daniels)"
RM_9cb36bee-fb0b-4fab-a3b9-b98bb9d4be9b = "ˇLo local y lo mejor!"
RM_217cbe1f-45e9-4e0e-bb66-d74b9274a40a = "ˇAunque lo digo yo mismo!"
RM_c6a8b7a9-380b-467d-a2eb-2b6e2770aece = "Bienvenido de nuevo. Conmigo ahora está Pierce Daniels..."
RM_b5c26315-ff42-4531-8637-f2499c88d7c0 = "...el último actor en tomar el Wolfram P2K del superespía John Spiral".
RM_b4673209-4da3-489a-8a7b-95decae6fad0 = "Es un placer estar aquí, Alva".
RM_e01be87f-8500-4a7b-b1ab-cbd4f616d9fc = "Eres conocido por tu trabajo en los escenarios de Londres".
RM_6e45dd1f-4a18-4815-b866-b7ae6f718687 = "żCrees que Dying Strike ofrece un desafío similar a las obras del Bardo?"
RM_b72e3f57-97a1-4fd9-b275-24ea0b7aafe3 = "Puede que no lo parezca, pero Shakespeare escribió para las masas".
RM_ea9c4561-ac27-4fe6-87be-5db0f31de4a3 = "Sus obras estaban pensadas como entretenimiento popular, como Dying Strike".
RM_7897b018-90a9-42e3-8363-043ccf7bbe17 = "Quizás Macbeth no tenía un jetpack en su mochila..."
RM_f8ef78a8-19ff-443d-b209-8135bd72df10 = "...y Hamlet no tenía un coche equipado con misiles..."
RM_e68032d0-2716-4a6b-b0d7-af0c7587814d = "... pero los paralelos, en otros aspectos, son sorprendentes. Perdón por el juego de palabras".
RM_db4e1be6-6138-4a23-9a00-be2b5ac5a254 = "Nuestro villano, Max Spiral, es un espejo distorsionador para John..."
RM_f99e610f-ed80-48f8-a14a-a04009c9ded9 = "...al igual que Macbeth para Banquo".
RM_ae110102-d86e-4470-860c-9f182c232648 = "żTu papel anterior en Loveheart te ayudó a prepararte?"
RM_967c419e-39b1-48e9-80ef-8e1df0af79b1 = "Loveheart... no es una película de la que esté orgulloso".
RM_d0e6140f-f79a-4f85-9665-4b0138af5fd4 = "Una película superficial y que no forma parte de mi alma".
RM_64f0e3bc-772b-450e-8327-7721fc1fc260 = "Dying Strike es muy superior, con temas del imperialismo..."
RM_8454094a-46f1-4385-bb48-052e7a018923 = "...masculinidad, el papel de la violencia en la sociedad..."
RM_f2f0166b-19a5-4b15-b5e2-710fda4aa757 = "...y también algunas persecuciones de coches..."
RM_14fb6b3c-1578-4e24-b562-6e7202f95798 = "Se podría decir que John Spiral está 'creciendo'".
RM_31f258b6-9f0a-4319-be9d-92f75665ba00 = "Uno podría. La década de 1960 terminó. La operación Fort Knox fue divertida y todo..."
RM_b1c9d407-4ecb-4113-8369-56388af72d5d = "...pero lo que la gente quiere ahora es humanidad. Una Espiral que llora después de cada muerte".
RM_5e189813-d172-46d4-a355-0061d98c58c5 = "Donde cada bala de su P2K tiene tanto peso como el poema de muerte de un samurái".
RM_69492697-bdd5-4ccb-9c98-95c5d3449712 = "Interesante..."
RM_e812d9aa-c5e9-4931-b41b-8c1cd13f2b9e = "VHS casero: Alva Richards (Ashling Dwyer)"
RM_f50bc37b-3c4c-4484-b1c3-580c7ed10f20 = "Alva Richards (Ashling Dwyer)"
RM_eafda279-df52-41cd-8c16-dd1201890734 = "La era de Spiffo había comenzado".
RM_47e465bb-0d12-47a3-86d1-3c89bb513701 = "PAWS: La película. Clasificación G".
RM_c83a76c9-51e0-412d-b5a5-384fe2e729e5 = "Bienvenido de nuevo. Conmigo ahora está Ashling Dwyer..."
RM_4055b0dc-060a-4eac-b871-372c7cdde3ce = "...artista moderno y ganador del Premio Siu-Chong de 1992".
RM_218c193f-29ba-4e7a-ac8e-6dff27db7094 = "Encantado de conocerte, Alva".
RM_c89c6e70-d07e-4f51-bc42-2bda0ecd2a48 = "Ahora, empezaste con pinturas abstractas..."
RM_8e1b739f-c2b7-41c1-8de4-976833306716 = "Sí. Después de mi formación, me volví hacia formas simples y realmente abstractas..."
RM_9dfc4157-b1fe-4d16-8258-f51a694175af = "Chromatic Accident es un favorito personal".
RM_ac21738d-790f-490e-83d8-ea667f84e710 = "Gracias. Pero descubrí que cuando algo estaba tan abierto a la interpretación..."
RM_ec78adab-f633-448b-9b8f-6255249d72ba = "...puede anular el efecto deseado, en lugar de amplificarlo".
RM_9cc46cc4-3a88-413a-8136-118eba56fe72 = "Y recurrió a temas más políticos..."
RM_f92290f0-b0e2-4367-8f25-2701138c3223 = "Sí. Quizás demasiado político desde el principio. Quiere superar la política de partidos".
RM_dbd1f6a8-7012-43ff-b092-a79bf82e7f21 = "Mi favorito de ese período es 48 cacerolas cayendo por las escaleras".
RM_71a27a31-9d6a-4d48-b6f5-8c6b7532dc28 = "Mi madre acababa de tener una mala caída en la cocina..."
RM_d7f71cf9-1950-4959-83f7-de0f025a6015 = "...y estaba inspirado en una pesadilla que tuve poco después".
RM_9391afef-fd78-4552-a331-43534af0d2c7 = "Interesante. Creo que la figura materna juega un papel importante en tu trabajo..."
RM_7b34e486-0ccf-440a-b2f3-4241d6ca08d4 = "Es difícil hablar sobre los temas de tu propio trabajo".
RM_bf3ef673-a5bc-4ee6-bf55-22aba37d7923 = "Es como pensar en tus dedos mientras tocas el piano..."
RM_22dd3da8-ffb6-4550-b52c-d437ed09f32f = "... puedes olvidar cómo hacerlo".
RM_09f14bcf-610d-49bd-870c-c37aa6f9f44b = "Pero mi propia madre tiene una gran parte en mi vida y trabajo".
RM_45725efe-22c5-4135-955a-7c3abd7ab5d5 = "Mi objetivo final es hacer una pintura simple y realista del rostro de mi madre".
RM_30ea3ba6-4c35-45c3-b089-145f751b9e79 = "Eso es muy dulce, en realidad".
RM_ab2a26a4-9381-4bc0-b073-79a701658886 = "Sí, pero es cierto. Eso es algo que siento que necesito mucho coraje para hacer".
RM_c758597c-cc0b-4b58-975c-fe40ea39da31 = "Todo arte es una reducción, en cierto modo, y puede sentirse... mal..."
RM_d1f94b58-ca76-4a95-9a83-c94df9befb67 = "... hacerle eso a alguien que amas".
RM_a364be2d-b206-4991-86f5-e2d657f79abe = "Eso es muy interesante".
RM_f4521aef-eeb6-4793-8de1-e4f47c850c25 = "VHS casero: Bauman/Triskel 14"
RM_80d2e577-8a90-4845-a787-72cd6be731c8 = "Bauman/Triskel 14"
RM_8de373ba-fee6-443a-9120-1bbe241922bb = "Hola, soy Susan Bauman, crítica de cine en el Louisville Dispatch".
RM_6b8f9be3-c21a-4264-b22b-ba79de025e9e = "Esta semana revisaremos Dog Goblin 4: Zero Gravity..."
RM_df3ac755-21a1-4ca2-b26e-c1e4edea4c7b = "...la última entrada en la serie slasher".
RM_13431e2d-cc46-4a3c-bc7c-a7aa3dffbc62 = "żQué te parece este, Roger? No eras fan del tercero..."
RM_e18c9a83-29fc-47b3-9878-b3c1dbbf0ae8 = "No, el tercero me pareció desdeńoso. Y sin embargo, seré honesto..."
RM_95001cbf-0a31-409c-ac25-3f2307cc27b7 = "...Disfruté mucho este".
RM_4cf49734-d17b-4e68-8cee-e3a7088cedfe = "Estoy de acuerdo. El tono es más claro y los efectos especiales..."
RM_330ce464-e2c3-4591-a11e-90d127302f61 = "...tienen estrictamente la estética de un cómic, lo que lo hace agradable".
RM_273aa6a4-fca6-4126-acd1-c6e3c2d61638 = "Mucho. ˇY qué imaginación con las muertes!"
RM_9c7fe400-23ee-4b44-98bb-d21abc695c72 = "Pasará un tiempo antes de que olvide la cara del astronauta que fue succionada por un inodoro espacial".
RM_2613ff24-d4c5-40c1-a370-838de74efd2b = "Tenemos que acreditar a la actriz principal, Stacey Crawley como Charity Copper..."
